ID_ATECO;CODICE_ATECO;DESCRIZIONE
2345;64;ATTIVITÀ DI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE)
2346;64.1;INTERMEDIAZIONE MONETARIA
2347;64.11;Attività delle banche centrali
2348;64.11.0;Attività della Banca Centrale
2349;64.11.00;Attività della Banca Centrale
2350;64.19;Altre intermediazioni monetarie
2351;64.19.1;Intermediazione monetaria di istituti monetari diverse dalle Banche centrali
2352;64.19.10;Intermediazione monetaria di istituti monetari diverse dalle Banche centrali
2353;64.19.2;Fondi comuni di investimento monetario
2354;64.19.20;Fondi comuni di investimento monetario
2355;64.19.3;Istituti di moneta elettronica (Imel)
2356;64.19.30;Istituti di moneta elettronica (Imel)
2357;64.19.4;Cassa Depositi e Prestiti
2358;64.19.40;Cassa Depositi e Prestiti
2359;64.2;ATTIVITÀ DELLE SOCIETÀ DI PARTECIPAZIONE (HOLDING)
2360;64.20;Attività delle società di partecipazione (holding)
2361;64.20.0;Attività delle società di partecipazione (holding)
2362;64.20.00;Attività delle società di partecipazione (holding)
2363;64.3;SOCIETÀ FIDUCIARIE, FONDI E ALTRE SOCIETÀ SIMILI
2364;64.30;Società fiduciarie, fondi e altre società simili
2365;64.30.1;Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)
2366;64.30.10;Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)
2367;64.30.2;Sicav (Società di investimento a capitale variabile)
2368;64.30.20;Sicav (Società di investimento a capitale variabile)
2369;64.9;ALTRE ATTIVITÀ DI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE)
2370;64.91;Leasing finanziario
2371;64.91.0;Leasing finanziario
2372;64.91.00;Leasing finanziario
2373;64.92;Altre attività creditizie
2374;64.92.0;Altre attività creditizie
2375;64.92.01;Attività dei consorzi di garanzia collettiva fidi
2376;64.92.09;Altre attività creditizie nca
2377;64.99;Altre attività di servizi finanziari nca (escluse le assicurazioni e i fondi pensione)
2378;64.99.1;Attività di intermediazione mobiliare
2379;64.99.10;Attività di intermediazione mobiliare
2380;64.99.2;Attività di factoring
2381;64.99.20;Attività di factoring
2382;64.99.3;Attività di merchant bank
2383;64.99.30;Attività di merchant bank
2384;64.99.4;Attività delle società veicolo
2385;64.99.40;Attività delle società veicolo
2386;64.99.5;Attività di intermediazione in cambi
2387;64.99.50;Attività di intermediazione in cambi
2388;64.99.6;Altre intermediazioni finanziarie nca
2389;64.99.60;Altre intermediazioni finanziarie nca
2390;65;ASSICURAZIONI, RIASSICURAZIONI E FONDI PENSIONE (ESCLUSE LE ASSICURAZIONI SOCIALI OBBLIGATORIE)
2391;65.1;ASSICURAZIONI
2392;65.11;Assicurazioni sulla vita
2393;65.11.0;Assicurazioni sulla vita
2394;65.11.00;Assicurazioni sulla vita
2395;65.12;Assicurazioni diverse da quelle sulla vita
2396;65.12.0;Assicurazioni diverse da quelle sulla vita
2397;65.12.00;Assicurazioni diverse da quelle sulla vita
2398;65.2;RIASSICURAZIONI
2399;65.20;Riassicurazioni
2400;65.20.0;Attività di riassicurazione
2401;65.20.00;Attività di riassicurazione
2402;65.3;FONDI PENSIONE
2403;65.30;Fondi pensione
2404;65.30.1;Attività dei fondi pensione aperti
2405;65.30.10;Attività dei fondi pensione aperti
2406;65.30.2;Attività dei fondi pensione negoziali
2407;65.30.20;Attività dei fondi pensione negoziali
2408;65.30.3;Attività dei fondi pensione preesistenti
2409;65.30.30;Attività dei fondi pensione preesistenti
2410;66;ATTIVITÀ AUSILIARIE DEI SERVIZI FINANZIARI E DELLE ATTIVITÀ ASSICURATIVE
2411;66.1;ATTIVITÀ AUSILIARIE DEI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE)
2412;66.11;Amministrazione di mercati finanziari
2413;66.11.0;Amministrazione di mercati finanziari
2414;66.11.00;Amministrazione di mercati finanziari
2415;66.12;Attività di negoziazione di contratti relativi a titoli e merci
2416;66.12.0;Attività di negoziazione di contratti relativi a titoli e merci
2417;66.12.00;Attività di negoziazione di contratti relativi a titoli e merci
2418;66.19;Altre attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione)
2419;66.19.1;Attività di gestione ed elaborazione di pagamenti tramite carta di credito
2420;66.19.10;Attività di gestione ed elaborazione di pagamenti tramite carta di credito
2421;66.19.2;Attività di promotori e mediatori finanziari
2422;66.19.21;Promotori finanziari
2423;66.19.22;Agenti, mediatori e procacciatori in prodotti finanziari
2424;66.19.3;Attività delle società fiduciarie di amministrazione
2425;66.19.30;Attività delle società fiduciarie di amministrazione
2426;66.19.4;Attività di Bancoposta
2427;66.19.40;Attività di Bancoposta
2428;66.19.5;Servizi di trasferimento di denaro (money transfer)
2429;66.19.50;Servizi di trasferimento di denaro (money transfer)
2430;66.2;ATTIVITÀ AUSILIARIE DELLE ASSICURAZIONI E DEI FONDI PENSIONE
2431;66.21;Valutazione dei rischi e dei danni
2432;66.21.0;Attività dei periti e liquidatori indipendenti delle assicurazioni
2433;66.21.00;Attività dei periti e liquidatori indipendenti delle assicurazioni
2434;66.22;Attività di agenti e mediatori di assicurazioni
2435;66.22.0;Attività degli agenti e broker delle assicurazioni
2436;66.22.01;Broker di assicurazioni
2437;66.22.02;Agenti di assicurazioni
2438;66.22.03;Sub-agenti di assicurazioni
2439;66.22.04;Produttori, procacciatori ed altri intermediari delle assicurazioni
2440;66.29;Altre attività ausiliarie delle assicurazioni e dei fondi pensione
2441;66.29.0;Altre attività ausiliarie delle assicurazioni e dei fondi pensione
2442;66.29.01;Autorità centrali di vigilanza su assicurazioni e fondi pensione
2443;66.29.09;Altre attività ausiliarie delle assicurazioni e dei fondi pensione
2444;66.3;ATTIVITÀ DI GESTIONE DEI FONDI
2445;66.30;Attività di gestione dei fondi
2446;66.30.0;Gestione di fondi comuni di investimento e dei fondi pensione
2447;66.30.00;Gestione di fondi comuni di investimento e dei fondi pensione
2448;68;ATTIVITÀ IMMOBILIARI
2449;68.1;COMPRAVENDITA DI BENI IMMOBILI EFFETTUATA SU BENI PROPRI
2450;68.10;Compravendita di beni immobili effettuata su beni propri
2451;68.10.0;Compravendita di beni immobili effettuata su beni propri
2452;68.10.00;Compravendita di beni immobili effettuata su beni propri
2453;68.2;AFFITTO E GESTIONE DI  IMMOBILI DI PROPRIETÀ O IN LEASING
2454;68.20;Affitto e gestione di  immobili di proprietà o in leasing
2455;68.20.0;Affitto e gestione di immobili di proprietà o in leasing
2456;68.20.01;Locazione immobiliare di beni propri
2457;68.20.02;Affitto di aziende
2458;68.3;ATTIVITÀ IMMOBILIARI PER CONTO TERZI
2459;68.31;Attività di mediazione immobiliare
2460;68.31.0;Attività di mediazione immobiliare
2461;68.31.00;Attività di mediazione immobiliare
2462;68.32;Gestione di immobili per conto terzi
2463;68.32.0;Amministrazione di condomini e gestione di beni immobili per conto terzi
2464;68.32.00;Amministrazione di condomini e gestione di beni immobili per conto terzi
2465;69;ATTIVITÀ LEGALI E CONTABILITÀ
2466;69.1;ATTIVITÀ DEGLI STUDI LEGALI
2467;69.10;Attività degli studi legali
2468;69.10.1;Attività degli studi legali
2469;69.10.10;Attività degli studi legali
2470;69.10.2;Attività degli studi notarili
2471;69.10.20;Attività degli studi notarili
2472;69.2;CONTABILITÀ, CONTROLLO E REVISIONE CONTABILE, CONSULENZA IN MATERIA FISCALE E DEL LAVORO
2473;69.20;Contabilità, controllo e revisione contabile, consulenza in materia fiscale e del lavoro
2474;69.20.1;Attività degli studi commerciali, tributari e revisione contabile
2475;69.20.11;Servizi forniti da dottori commercialisti
2476;69.20.12;Servizi forniti da ragionieri e periti commerciali
2477;69.20.13;Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi
2478;69.20.14;Attività svolta dai Centri di assistenza fiscale (Caf)
2479;69.20.15;Gestione ed amministrazione del personale per conto terzi
2480;69.20.2;Attività delle società di revisione e certificazione di bilanci
2481;69.20.20;Attività delle società di revisione e certificazione di bilanci
2482;69.20.3;Attività dei consulenti del lavoro
2483;69.20.30;Attività dei consulenti del lavoro
2484;70;ATTIVITÀ DI DIREZIONE AZIENDALE E DI CONSULENZA GESTIONALE
2485;70.1;ATTIVITÀ DI DIREZIONE AZIENDALE
2486;70.10;Attività delle holding impegnate nelle attività gestionali (holding operative)
2487;70.10.0;Attività delle holding impegnate nelle attività gestionali (holding operative)
2488;70.10.00;Attività delle holding impegnate nelle attività gestionali (holding operative)
2489;70.2;ATTIVITÀ DI CONSULENZA GESTIONALE
2490;70.21;Pubbliche relazioni e comunicazione
2491;70.21.0;Pubbliche relazioni e comunicazione
2492;70.21.00;Pubbliche relazioni e comunicazione
2493;70.22;Consulenza imprenditoriale e altra consulenza amministrativo-gestionale
2494;70.22.0;Consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale
2495;70.22.01;Attività di consulenza per la gestione della logistica aziendale
2496;70.22.09;Altre attività di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale
2497;71;"ATTIVITÀ DEGLI STUDI DI ARCHITETTURA E D'INGEGNERIA; COLLAUDI ED ANALISI TECNICHE"
2498;71.1;ATTIVITÀ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI
2499;71.11;Attività degli studi di architettura
2500;71.11.0;Attività degli studi di architettura
2501;71.11.00;Attività degli studi di architettura
2502;71.12;Attività degli studi d'ingegneria ed altri studi tecnici
2503;71.12.1;Attività degli studi di ingegneria
2504;71.12.10;Attività degli studi di ingegneria
2505;71.12.2;Servizi di progettazione di ingegneria integrata
2506;71.12.20;Servizi di progettazione di ingegneria integrata
2507;71.12.3;Attività tecniche svolte da geometri
2508;71.12.30;Attività tecniche svolte da geometri
2509;71.12.4;Attività di cartografia e aerofotogrammetria
2510;71.12.40;Attività di cartografia e aerofotogrammetria
2511;71.12.5;Attività di studio geologico e di prospezione geognostica e mineraria
2512;71.12.50;Attività di studio geologico e di prospezione geognostica e mineraria
2513;71.2;COLLAUDI ED ANALISI TECNICHE
2514;71.20;Collaudi ed analisi tecniche
2515;71.20.1;Collaudi e analisi tecniche di prodotti
2516;71.20.10;Collaudi e analisi tecniche di prodotti
2517;71.20.2;Controllo di qualità e certificazione di prodotti, processi e sistemi
2518;71.20.21;Controllo di qualità e certificazione di prodotti, processi e sistemi
2519;71.20.22;Attività per la tutela di beni di produzione controllata
2520;72;RICERCA SCIENTIFICA E SVILUPPO
2521;72.1;RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE NATURALI E DELL'INGEGNERIA
2522;72.11;Ricerca e sviluppo sperimentale nel campo delle biotecnologie
2523;72.11.0;Ricerca e sviluppo sperimentale nel campo delle biotecnologie
2524;72.11.00;Ricerca e sviluppo sperimentale nel campo delle biotecnologie
2525;72.19;Altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria
2526;72.19.0;Altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria
2527;72.19.01;Ricerca e sviluppo sperimentale nel campo della geologia
2528;72.19.09;Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria
2529;72.2;RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE SOCIALI E UMANISTICHE
2530;72.20;Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche
2531;72.20.0;Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche
2532;72.20.00;Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche
2533;73;PUBBLICITÀ E RICERCHE DI MERCATO
2534;73.1;PUBBLICITÀ
2535;73.11;Agenzie pubblicitarie
2536;73.11.0;Agenzie pubblicitarie
2537;73.11.01;Ideazione di campagne pubblicitarie
2538;73.11.02;Conduzione di campagne di marketing e altri servizi pubblicitari
2539;73.12;Attività delle concessionarie pubblicitarie
2540;73.12.0;Attività delle concessionarie pubblicitarie
2541;73.12.00;Attività delle concessionarie pubblicitarie
2542;73.2;RICERCHE DI MERCATO E SONDAGGI DI OPINIONE
2543;73.20;Ricerche di mercato e sondaggi di opinione
2544;73.20.0;Ricerche di mercato e sondaggi di opinione
2545;73.20.00;Ricerche di mercato e sondaggi di opinione
2546;74;ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE
2547;74.1;ATTIVITÀ DI DESIGN SPECIALIZZATE
2548;74.10;Attività di design specializzate
2549;74.10.1;Attività di design di moda e design industriale
2550;74.10.10;Attività di design di moda e design industriale
2551;74.10.2;Attività dei disegnatori grafici
2552;74.10.21;Attività dei disegnatori grafici di pagine web
2553;74.10.29;Altre attività dei disegnatori grafici
2554;74.10.3;Attività dei disegnatori tecnici
2555;74.10.30;Attività dei disegnatori tecnici
2556;74.10.9;Altre attività di design
2557;74.10.90;Altre attività di design
2558;74.2;ATTIVITÀ FOTOGRAFICHE
2559;74.20;Attività fotografiche
2560;74.20.1;Attività di riprese fotografiche
2561;74.20.11;Attività di fotoreporter
2562;74.20.12;Attività di riprese aeree nel campo della fotografia
2563;74.20.19;Altre attività di riprese fotografiche
2564;74.20.2;Laboratori fotografici per lo sviluppo e la stampa
2565;74.20.20;Laboratori fotografici per lo sviluppo e la stampa
2566;74.3;TRADUZIONE E INTERPRETARIATO
2567;74.30;Traduzione e interpretariato
2568;74.30.0;Traduzione e interpretariato
2569;74.30.00;Traduzione e interpretariato
2570;74.9;ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE NCA
2571;74.90;Altre attività professionali, scientifiche e tecniche nca
2572;74.90.1;Consulenza agraria
2573;74.90.11;Consulenza agraria fornita da agronomi
2574;74.90.12;Consulenza agraria fornita da agrotecnici e periti agrari
2575;74.90.2;Consulenza in materia di sicurezza
2576;74.90.21;Consulenza sulla sicurezza ed igiene dei posti di lavoro
2577;74.90.29;Altra attività di consulenza in materia di sicurezza
2578;74.90.9;Altre attività professionali, scientifiche e tecniche nca
2579;74.90.91;Attività tecniche svolte da periti industriali
2580;74.90.92;Attività riguardanti le previsioni meteorologiche
2581;74.90.93;Altre attività di consulenza tecnica nca
2582;74.90.94;Agenzie ed agenti o procuratori per lo spettacolo e lo sport
2583;74.90.99;Altre attività professionali nca
2584;75;SERVIZI VETERINARI
2585;75.0;SERVIZI VETERINARI
2586;75.00;Servizi veterinari
2587;75.00.0;Servizi veterinari
2588;75.00.00;Servizi veterinari
2589;77;ATTIVITÀ DI NOLEGGIO E LEASING OPERATIVO
2590;77.1;NOLEGGIO DI AUTOVEICOLI
2591;77.11;Noleggio di autovetture ed autoveicoli leggeri
2592;77.11.0;Noleggio di autovetture ed autoveicoli leggeri
2593;77.11.00;Noleggio di autovetture ed autoveicoli leggeri
2594;77.12;Noleggio di autocarri e di altri veicoli pesanti
2595;77.12.0;Noleggio di autocarri e di altri veicoli pesanti
2596;77.12.00;Noleggio di autocarri e di altri veicoli pesanti
2597;77.2;NOLEGGIO DI BENI PER USO PERSONALE E PER LA CASA
2598;77.21;Noleggio di attrezzature sportive e ricreative
2599;77.21.0;Noleggio di attrezzature sportive e ricreative
2600;77.21.01;Noleggio di biciclette
2601;77.21.02;Noleggio senza equipaggio di imbarcazioni da diporto (inclusi i pedalò)
2602;77.21.09;Noleggio di altre attrezzature sportive e ricreative
2603;77.22;Noleggio di videocassette e dischi
2604;77.22.0;Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame
2605;77.22.00;Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame
2606;77.29;Noleggio di altri beni per uso personale e domestico (escluse le attrezzature sportive e ricreative)
2607;77.29.1;Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario
2608;77.29.10;Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario
2609;77.29.9;Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative)
2610;77.29.90;Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative)
2611;77.3;NOLEGGIO DI ALTRE MACCHINE, ATTREZZATURE E BENI MATERIALI
2612;77.31;Noleggio di macchine e attrezzature agricole
2613;77.31.0;Noleggio di macchine e attrezzature agricole
2614;77.31.00;Noleggio di macchine e attrezzature agricole
2615;77.32;Noleggio di macchine e attrezzature per lavori edili e di genio civile
2616;77.32.0;Noleggio di macchine e attrezzature per lavori edili e di genio civile
2617;77.32.00;Noleggio di macchine e attrezzature per lavori edili e di genio civile
2618;77.33;Noleggio di macchine e attrezzature per ufficio (inclusi i computer)
2619;77.33.0;Noleggio di macchine e attrezzature per ufficio (inclusi i computer)
2620;77.33.00;Noleggio di macchine e attrezzature per ufficio (inclusi i computer)
2621;77.34;Noleggio di mezzi di trasporto marittimo e fluviale
2622;77.34.0;Noleggio di mezzi di trasporto marittimo e fluviale
2623;77.34.00;Noleggio di mezzi di trasporto marittimo e fluviale
2624;77.35;Noleggio di mezzi di trasporto aereo
2625;77.35.0;Noleggio di mezzi di trasporto aereo
2626;77.35.00;Noleggio di mezzi di trasporto aereo
2627;77.39;Noleggio di altre macchine, attrezzature e beni materiali nca
2628;77.39.1;Noleggio di altri mezzi di trasporto terrestri
2629;77.39.10;Noleggio di altri mezzi di trasporto terrestri
2630;77.39.9;Noleggio di altre macchine e attrezzature
2631;77.39.91;Noleggio di container adibiti ad alloggi o ad uffici
2632;77.39.92;Noleggio di container per diverse modalità di trasporto
2633;77.39.93;Noleggio senza operatore di attrezzature di sollevamento e movimentazione merci: carrelli elevatori, pallet eccetera
2634;77.39.94;Noleggio di strutture ed attrezzature per manifestazioni e spettacoli: impianti luce ed audio senza operatore, palchi, stand ed addobbi luminosi
2635;77.39.99;Noleggio senza operatore di altre macchine ed attrezzature nca
2636;77.4;CONCESSIONE DEI DIRITTI DI SFRUTTAMENTO DI PROPRIETÀ INTELLETTUALE E PRODOTTI SIMILI (ESCLUSE LE OPERE PROTETTE DAL COPYRIGHT)
2637;77.40;Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)
2638;77.40.0;Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)
2639;77.40.00;Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)
2640;78;ATTIVITÀ DI RICERCA, SELEZIONE, FORNITURA DI PERSONALE
2641;78.1;ATTIVITÀ DI AGENZIE DI COLLOCAMENTO
2642;78.10;Attività di agenzie di collocamento
2643;78.10.0;Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale
2644;78.10.00;Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale
2645;78.2;ATTIVITÀ DELLE AGENZIE DI LAVORO TEMPORANEO (INTERINALE)
2646;78.20;Attività delle agenzie di lavoro temporaneo (interinale)
2647;78.20.0;Attività delle agenzie di fornitura di lavoro temporaneo (interinale)
2648;78.20.00;Attività delle agenzie di fornitura di lavoro temporaneo (interinale)
2649;78.3;ALTRE ATTIVITÀ DI FORNITURA E GESTIONE DI RISORSE UMANE
2650;78.30;Altre attività di fornitura e gestione di risorse umane
2651;78.30.0;Altre attività di fornitura e gestione di risorse umane (staff leasing)
2652;78.30.00;Altre attività di fornitura e gestione di risorse umane (staff leasing)
2653;79;ATTIVITÀ DEI SERVIZI DELLE AGENZIE DI VIAGGIO, DEI TOUR OPERATOR E SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE
2654;79.1;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR
2655;79.11;Attività delle agenzie di viaggio
2656;79.11.0;Attività delle agenzie di viaggio
2657;79.11.00;Attività delle agenzie di viaggio
2658;79.12;Attività dei tour operator
2659;79.12.0;Attività dei tour operator
2660;79.12.00;Attività dei tour operator
2661;79.9;ALTRI SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE
2662;79.90;Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio
2663;79.90.1;Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio
2664;79.90.11;Servizi di biglietteria per eventi teatrali, sportivi ed altri eventi ricreativi e d'intrattenimento
2665;79.90.19;Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio nca
2666;79.90.2;Attività delle guide e degli accompagnatori turistici
2667;79.90.20;Attività delle guide e degli accompagnatori turistici
2668;80;SERVIZI DI VIGILANZA E INVESTIGAZIONE
2669;80.1;SERVIZI DI VIGILANZA PRIVATA
2670;80.10;Servizi di vigilanza privata
2671;80.10.0;Servizi di vigilanza privata
2672;80.10.00;Servizi di vigilanza privata
2673;80.2;SERVIZI CONNESSI AI SISTEMI DI VIGILANZA
2674;80.20;Servizi connessi ai sistemi di vigilanza
2675;80.20.0;Servizi connessi ai sistemi di vigilanza
2676;80.20.00;Servizi connessi ai sistemi di vigilanza
2677;80.3;SERVIZI INVESTIGATIVI PRIVATI
2678;80.30;Servizi investigativi privati
2679;80.30.0;Servizi di investigazione privata
2680;80.30.00;Servizi di investigazione privata
2681;81;ATTIVITÀ DI SERVIZI PER EDIFICI E PAESAGGIO
2682;81.1;SERVIZI INTEGRATI DI GESTIONE AGLI EDIFICI
2683;81.10;Servizi integrati di gestione agli edifici
2684;81.10.0;Servizi integrati di gestione agli edifici
2685;81.10.00;Servizi integrati di gestione agli edifici
2686;81.2;ATTIVITÀ DI PULIZIA E DISINFESTAZIONE
2687;81.21;Pulizia generale (non specializzata) di edifici
2688;81.21.0;Pulizia generale (non specializzata) di edifici
2689;81.21.00;Pulizia generale (non specializzata) di edifici
2690;81.22;Attività di pulizia specializzata di edifici e di impianti e macchinari industriali
2691;81.22.0;Attività di pulizia specializzata di edifici e di impianti e macchinari industriali
2692;81.22.01;Attività di sterilizzazione di attrezzature medico sanitarie
2693;81.22.02;Altre attività di pulizia specializzata di edifici e di impianti e macchinari industriali
2694;81.29;Altre attività di pulizia
2695;81.29.1;Servizi di disinfestazione
2696;81.29.10;Servizi di disinfestazione
2697;81.29.9;Altre attività di pulizia
2698;81.29.91;Pulizia e lavaggio di aree pubbliche, rimozione di neve e ghiaccio
2699;81.29.99;Altre attività di pulizia nca
2700;81.3;CURA E MANUTENZIONE DEL PAESAGGIO
2701;81.30;Cura e manutenzione del paesaggio
2702;81.30.0;Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)
2703;81.30.00;Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)
2704;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE
2705;82.1;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO
2706;82.11;Servizi integrati di supporto per le funzioni d'ufficio
2707;82.11.0;"Servizi integrati di supporto per le funzioni d'ufficio; uffici-residence"
2708;82.11.01;Servizi integrati di supporto per le funzioni d'ufficio
2709;82.11.02;Gestione di uffici temporanei, uffici residence
2710;82.19;Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio
2711;82.19.0;Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio
2712;82.19.01;Spedizione di materiale propagandistico, compilazione e gestione di indirizzi
2713;82.19.09;Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio
2714;82.2;ATTIVITÀ DEI CALL CENTER
2715;82.20;Attività dei call center
2716;82.20.0;Attività dei call center
2717;82.20.00;Attività dei call center
2718;82.3;ORGANIZZAZIONE DI CONVEGNI E FIERE
2719;82.30;Organizzazione di convegni e fiere
2720;82.30.0;Organizzazione di convegni e fiere
2721;82.30.00;Organizzazione di convegni e fiere
2722;82.9;SERVIZI DI SUPPORTO ALLE IMPRESE NCA
2723;82.91;"Attività di agenzie di recupero crediti; agenzie di informazioni commerciali"
2724;82.91.1;Attività di agenzie di recupero crediti
2725;82.91.10;Attività di agenzie di recupero crediti
2726;82.91.2;Agenzie di informazioni commerciali
2727;82.91.20;Agenzie di informazioni commerciali
2728;82.92;Attività di imballaggio e confezionamento per conto terzi
2729;82.92.1;Imballaggio e confezionamento di generi alimentari
2730;82.92.10;Imballaggio e confezionamento di generi alimentari
2731;82.92.2;Confezionamento di generi non alimentari
2732;82.92.20;Confezionamento di generi non alimentari
2733;82.99;Altri servizi di supporto alle imprese nca
2734;82.99.1;Imprese di gestione esattoriale
2735;82.99.10;Imprese di gestione esattoriale
2736;82.99.2;Agenzie di distribuzione di libri, giornali e riviste
2737;82.99.20;Agenzie di distribuzione di libri, giornali e riviste
2738;82.99.3;Servizi di gestione di pubblici mercati e pese pubbliche
2739;82.99.30;Servizi di gestione di pubblici mercati e pese pubbliche
2740;82.99.4;Richiesta certificati e disbrigo pratiche
2741;82.99.40;Richiesta certificati e disbrigo pratiche
2742;82.99.9;Altri servizi di supporto alle imprese nca
2743;82.99.91;Servizi di stenotipia
2744;82.99.99;Altri servizi di supporto alle imprese nca
2745;84;"AMMINISTRAZIONE PUBBLICA E DIFESA; ASSICURAZIONE SOCIALE OBBLIGATORIA"
2746;84.1;AMMINISTRAZIONE PUBBLICA: AMMINISTRAZIONE GENERALE, ECONOMICA E SOCIALE
2747;84.11;Attività generali di amministrazione pubblica
2748;84.11.1;"Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali"
2749;84.11.10;"Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali"
2750;84.11.2;Attività di pianificazione generale e servizi statistici generali
2751;84.11.20;Attività di pianificazione generale e servizi statistici generali
2752;84.12;Regolamentazione delle attività relative alla fornitura di servizi di assistenza sanitaria, dell'istruzione, di servizi culturali e ad altri servizi sociali (esclusa l'assicurazione sociale obbligatoria)
2753;84.12.1;Regolamentazione dell'attività degli organismi preposti alla sanità
2754;84.12.10;Regolamentazione dell'attività degli organismi preposti alla sanità
2755;84.12.2;Regolamentazione dell'attività degli organismi preposti all'istruzione
2756;84.12.20;Regolamentazione dell'attività degli organismi preposti all'istruzione
2757;84.12.3;Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente
2758;84.12.30;Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente
2759;84.12.4;Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari
2760;84.12.40;Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari
2761;84.13;Regolamentazione delle attività che contribuiscono ad una più efficiente gestione delle attività economiche
2762;84.13.1;Regolamentazione degli affari concernenti i combustibili e l'energia
2763;84.13.10;Regolamentazione degli affari concernenti i combustibili e l'energia
2764;84.13.2;Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca
2765;84.13.20;Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca
2766;84.13.3;Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione
2767;84.13.30;Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione
2768;84.13.4;Regolamentazione degli affari e servizi concernenti la costruzione di strade
